  Time                 , V(VOUT)              , I(L1:1)              , -i(rload)            , v(vsw)               , v(vin)               
  1.483631148166e-04  ,5.000172544753e+00  ,3.787936790041e+00  ,3.500120781327e+00  ,-1.107804567719e-01  ,1.350000000000e+01  
  1.483636154957e-04  ,5.000173424249e+00  ,3.786756397501e+00  ,3.500121396974e+00  ,-1.107467051323e-01  ,1.350000000000e+01  
  1.483640862792e-04  ,5.000174243948e+00  ,3.785646497714e+00  ,3.500121970764e+00  ,-1.107149693862e-01  ,1.350000000000e+01  
  1.483645508229e-04  ,5.000175045870e+00  ,3.784551319906e+00  ,3.500122532109e+00  ,-1.106836591272e-01  ,1.350000000000e+01  
  1.483649119898e-04  ,5.000175664602e+00  ,3.783699864134e+00  ,3.500122965222e+00  ,-1.106593144669e-01  ,1.350000000000e+01  
  1.483653211198e-04  ,5.000176360503e+00  ,3.782735342766e+00  ,3.500123452352e+00  ,-1.106317377966e-01  ,1.350000000000e+01  
  1.483661393798e-04  ,5.000177736400e+00  ,3.780806325795e+00  ,3.500124415480e+00  ,-1.105765791513e-01  ,1.350000000000e+01  
  1.483668998047e-04  ,5.000178996069e+00  ,3.779013683754e+00  ,3.500125297248e+00  ,-1.105253245736e-01  ,1.350000000000e+01  
  1.483675209037e-04  ,5.000180011398e+00  ,3.777549513516e+00  ,3.500126007978e+00  ,-1.104834606747e-01  ,1.350000000000e+01  
  1.483681906178e-04  ,5.000181092581e+00  ,3.775970761047e+00  ,3.500126764807e+00  ,-1.104383206242e-01  ,1.350000000000e+01  
  1.483689589589e-04  ,5.000182315609e+00  ,3.774159538140e+00  ,3.500127620926e+00  ,-1.103865336587e-01  ,1.350000000000e+01  
  1.483701128676e-04  ,5.000184117597e+00  ,3.771439467600e+00  ,3.500128882318e+00  ,-1.103087609215e-01  ,1.350000000000e+01  
  1.483712956473e-04  ,5.000185921443e+00  ,3.768651411393e+00  ,3.500130145010e+00  ,-1.102290441417e-01  ,1.350000000000e+01  
  1.483736612066e-04  ,5.000189398446e+00  ,3.763075514652e+00  ,3.500132578912e+00  ,-1.100696167691e-01  ,1.350000000000e+01  
  1.483753858298e-04  ,5.000191823948e+00  ,3.759010559911e+00  ,3.500134276764e+00  ,-1.099533903473e-01  ,1.350000000000e+01  
  1.483768310561e-04  ,5.000193785727e+00  ,3.755604264079e+00  ,3.500135650009e+00  ,-1.098559963741e-01  ,1.350000000000e+01  
  1.483780270606e-04  ,5.000195360570e+00  ,3.752785447860e+00  ,3.500136752399e+00  ,-1.097753997213e-01  ,1.350000000000e+01  
  1.483787577763e-04  ,5.000196301117e+00  ,3.751063288783e+00  ,3.500137410782e+00  ,-1.097261587648e-01  ,1.350000000000e+01  
  1.483793098643e-04  ,5.000197000886e+00  ,3.749762139663e+00  ,3.500137900620e+00  ,-1.096889554195e-01  ,1.350000000000e+01  
  1.483797138720e-04  ,5.000197507053e+00  ,3.748809992912e+00  ,3.500138254937e+00  ,-1.096617307262e-01  ,1.350000000000e+01  
  1.483802691265e-04  ,5.000198194571e+00  ,3.747501408437e+00  ,3.500138736200e+00  ,-1.096243155423e-01  ,1.350000000000e+01  
  1.483808783046e-04  ,5.000198938029e+00  ,3.746065758964e+00  ,3.500139256620e+00  ,-1.095832665868e-01  ,1.350000000000e+01  
  1.483820966608e-04  ,5.000200391031e+00  ,3.743194517359e+00  ,3.500140273722e+00  ,-1.095011719282e-01  ,1.350000000000e+01  
  1.483825144056e-04  ,5.000200878835e+00  ,3.742210055968e+00  ,3.500140615184e+00  ,-1.094730228448e-01  ,1.350000000000e+01  
  1.483830620232e-04  ,5.000201510264e+00  ,3.740919548357e+00  ,3.500141057185e+00  ,-1.094361241432e-01  ,1.350000000000e+01  
  1.483836380463e-04  ,5.000202164630e+00  ,3.739562117826e+00  ,3.500141515241e+00  ,-1.093973146036e-01  ,1.350000000000e+01  
  1.483842708799e-04  ,5.000202871946e+00  ,3.738070829462e+00  ,3.500142010362e+00  ,-1.093546745149e-01  ,1.350000000000e+01  
  1.483848534222e-04  ,5.000203512341e+00  ,3.736698072328e+00  ,3.500142458639e+00  ,-1.093154241389e-01  ,1.350000000000e+01  
  1.483853307250e-04  ,5.000204029401e+00  ,3.735573324326e+00  ,3.500142820581e+00  ,-1.092832649597e-01  ,1.350000000000e+01  
  1.483857994597e-04  ,5.000204530486e+00  ,3.734468778354e+00  ,3.500143171340e+00  ,-1.092516833830e-01  ,1.350000000000e+01  
  1.483862467274e-04  ,5.000205002444e+00  ,3.733414828648e+00  ,3.500143501711e+00  ,-1.092215486071e-01  ,1.350000000000e+01  
  1.483866052400e-04  ,5.000205376396e+00  ,3.732570030393e+00  ,3.500143763477e+00  ,-1.091973937728e-01  ,1.350000000000e+01  
  1.483870125539e-04  ,5.000205796556e+00  ,3.731610244914e+00  ,3.500144057589e+00  ,-1.091699511874e-01  ,1.350000000000e+01  
  1.483878271818e-04  ,5.000206621912e+00  ,3.729690699629e+00  ,3.500144635338e+00  ,-1.091150665582e-01  ,1.350000000000e+01  
  1.483885211102e-04  ,5.000207309265e+00  ,3.728055590938e+00  ,3.500145116485e+00  ,-1.090683147628e-01  ,1.350000000000e+01  
  1.483892414882e-04  ,5.000208007540e+00  ,3.726358185237e+00  ,3.500145605278e+00  ,-1.090197819697e-01  ,1.350000000000e+01  
  1.483898861497e-04  ,5.000208619251e+00  ,3.724839210884e+00  ,3.500146033476e+00  ,-1.089763506549e-01  ,1.350000000000e+01  
  1.483905607067e-04  ,5.000209246024e+00  ,3.723249818762e+00  ,3.500146472217e+00  ,-1.089309062523e-01  ,1.350000000000e+01  
  1.483919098205e-04  ,5.000210458839e+00  ,3.720071104995e+00  ,3.500147321187e+00  ,-1.088400184619e-01  ,1.350000000000e+01  
  1.483932846389e-04  ,5.000211639006e+00  ,3.716831924276e+00  ,3.500148147304e+00  ,-1.087474021713e-01  ,1.350000000000e+01  
  1.483960342757e-04  ,5.000213831171e+00  ,3.710353855810e+00  ,3.500149681820e+00  ,-1.085621773744e-01  ,1.350000000000e+01  
  1.484010753385e-04  ,5.000217271296e+00  ,3.698478266015e+00  ,3.500152089907e+00  ,-1.082226230590e-01  ,1.350000000000e+01  
  1.484111574642e-04  ,5.000221929047e+00  ,3.674731034291e+00  ,3.500155350333e+00  ,-1.075436243936e-01  ,1.350000000000e+01  
  1.484253746621e-04  ,5.000223549492e+00  ,3.641253106944e+00  ,3.500156484645e+00  ,-1.065863935635e-01  ,1.350000000000e+01  
  1.484422099940e-04  ,5.000218082420e+00  ,3.601623734911e+00  ,3.500152657694e+00  ,-1.054532656775e-01  ,1.350000000000e+01  
  1.484526780597e-04  ,5.000210723398e+00  ,3.576989993208e+00  ,3.500147506379e+00  ,-1.047489047699e-01  ,1.350000000000e+01  
  1.484656152479e-04  ,5.000197473637e+00  ,3.546553768538e+00  ,3.500138231546e+00  ,-1.038786260482e-01  ,1.350000000000e+01  
  1.484759506933e-04  ,5.000183631250e+00  ,3.522244758419e+00  ,3.500128541875e+00  ,-1.031835414791e-01  ,1.350000000000e+01  
  1.484884155146e-04  ,5.000163111627e+00  ,3.492934922742e+00  ,3.500114178139e+00  ,-1.023454593450e-01  ,1.350000000000e+01  
  1.484992948524e-04  ,5.000141814753e+00  ,3.467359900755e+00  ,3.500099270327e+00  ,-1.016141653157e-01  ,1.350000000000e+01  
  1.485128310672e-04  ,5.000110929352e+00  ,3.435547859036e+00  ,3.500077650546e+00  ,-1.007045233905e-01  ,1.350000000000e+01  
  1.485238549463e-04  ,5.000082206292e+00  ,3.409647344781e+00  ,3.500057544404e+00  ,-9.996391164603e-02  ,1.350000000000e+01  
  1.485328373663e-04  ,5.000056440772e+00  ,3.388547995782e+00  ,3.500039508540e+00  ,-9.936058324468e-02  ,1.350000000000e+01  
  1.485384066753e-04  ,5.000039403168e+00  ,3.375468065328e+00  ,3.500027582218e+00  ,-9.898656565644e-02  ,1.350000000000e+01  
  1.485426102928e-04  ,5.000026006065e+00  ,3.365596655590e+00  ,3.500018204245e+00  ,-9.870429415716e-02  ,1.350000000000e+01  
  1.485506837420e-04  ,4.999998981624e+00  ,3.346640313977e+00  ,3.499999287137e+00  ,-9.816223828066e-02  ,1.350000000000e+01  
  1.485610594205e-04  ,4.999961758389e+00  ,3.322283487423e+00  ,3.499973230872e+00  ,-9.746575175525e-02  ,1.350000000000e+01  
  1.485762496642e-04  ,4.999902216111e+00  ,3.286634904484e+00  ,3.499931551277e+00  ,-9.644636784338e-02  ,1.350000000000e+01  
  1.485962500028e-04  ,4.999814705951e+00  ,3.239716870371e+00  ,3.499870294166e+00  ,-9.510471467093e-02  ,1.350000000000e+01  
  1.485987500451e-04  ,4.999803039202e+00  ,3.233853628980e+00  ,3.499862127441e+00  ,-9.493704981194e-02  ,1.350000000000e+01  
  1.486037501297e-04  ,4.999779221431e+00  ,3.222128157421e+00  ,3.499845455002e+00  ,-9.460174867430e-02  ,1.350000000000e+01  
  1.486137502990e-04  ,4.999729651128e+00  ,3.198681266058e+00  ,3.499810755790e+00  ,-9.393125922395e-02  ,1.350000000000e+01  
  1.486195543013e-04  ,4.999699379422e+00  ,3.184623623290e+00  ,3.499789565595e+00  ,-3.276836602172e-01  ,1.350000000000e+01  
  1.486224257551e-04  ,4.999684028317e+00  ,3.177608284865e+00  ,3.499778819822e+00  ,-3.269958691523e-01  ,1.350000000000e+01  
  1.486237381748e-04  ,4.999676933680e+00  ,3.174395083294e+00  ,3.499773853576e+00  ,-3.266715010253e-01  ,1.350000000000e+01  
  1.486245040014e-04  ,4.999672771776e+00  ,3.172519258125e+00  ,3.499770940243e+00  ,-3.264837623279e-01  ,1.350000000000e+01  
  1.486248814664e-04  ,4.999670714535e+00  ,3.171594589107e+00  ,3.499769500175e+00  ,-3.263912176669e-01  ,1.350000000000e+01  
  1.486251492217e-04  ,4.999669252886e+00  ,3.170938664240e+00  ,3.499768477020e+00  ,-3.263255685198e-01  ,1.350000000000e+01  
  1.486254415173e-04  ,4.999667655061e+00  ,3.170222627137e+00  ,3.499767358543e+00  ,-3.262539050624e-01  ,1.350000000000e+01  
  1.486257934641e-04  ,4.999665728093e+00  ,3.169360473732e+00  ,3.499766009665e+00  ,-3.261676167803e-01  ,1.350000000000e+01  
  1.486261842470e-04  ,4.999663584576e+00  ,3.168403204350e+00  ,3.499764509203e+00  ,-3.260718135816e-01  ,1.350000000000e+01  
  1.486266002222e-04  ,4.999661298349e+00  ,3.167384246343e+00  ,3.499762908844e+00  ,-3.259698305648e-01  ,1.350000000000e+01  
  1.486272866070e-04  ,4.999657515727e+00  ,3.165702954420e+00  ,3.499760261009e+00  ,-3.258015792144e-01  ,1.350000000000e+01  
  1.486280344590e-04  ,4.999653379900e+00  ,3.163871172089e+00  ,3.499757365930e+00  ,-3.256182483722e-01  ,1.350000000000e+01  
  1.486286102958e-04  ,4.999650185088e+00  ,3.162460774417e+00  ,3.499755129562e+00  ,-3.254770936811e-01  ,1.350000000000e+01  
  1.486291640602e-04  ,4.999647104303e+00  ,3.161104481170e+00  ,3.499752973012e+00  ,-3.253413537998e-01  ,1.350000000000e+01  
  1.486298250198e-04  ,4.999643416330e+00  ,3.159485697444e+00  ,3.499750391431e+00  ,-3.251793431331e-01  ,1.350000000000e+01  
  1.486305430695e-04  ,4.999639396465e+00  ,3.157727159486e+00  ,3.499747577525e+00  ,-3.250033455543e-01  ,1.350000000000e+01  
  1.486310184165e-04  ,4.999636727680e+00  ,3.156563050557e+00  ,3.499745709376e+00  ,-3.248868402106e-01  ,1.350000000000e+01  
  1.486312762532e-04  ,4.999635277536e+00  ,3.155931630131e+00  ,3.499744694275e+00  ,-3.248236485869e-01  ,1.350000000000e+01  
  1.486313861958e-04  ,4.999634658644e+00  ,3.155662392570e+00  ,3.499744261051e+00  ,-3.247967082622e-01  ,1.350000000000e+01  
  1.486314658239e-04  ,4.999634210196e+00  ,3.155467393077e+00  ,3.499743947137e+00  ,-3.247771970093e-01  ,1.350000000000e+01  
  1.486315554870e-04  ,4.999633705028e+00  ,3.155247820120e+00  ,3.499743593520e+00  ,-3.247552251487e-01  ,1.350000000000e+01  
  1.486317346036e-04  ,4.999632695225e+00  ,3.154809190641e+00  ,3.499742886658e+00  ,-3.247113168687e-01  ,1.350000000000e+01  
  1.486320928368e-04  ,4.999630673026e+00  ,3.153931944794e+00  ,3.499741471118e+00  ,-3.246235164543e-01  ,1.350000000000e+01  
  1.486328093033e-04  ,4.999626618254e+00  ,3.152177505549e+00  ,3.499738632778e+00  ,-3.244479265541e-01  ,1.350000000000e+01  
  1.486333517055e-04  ,4.999623539384e+00  ,3.150849350558e+00  ,3.499736477569e+00  ,-3.243150027659e-01  ,1.350000000000e+01  
  1.486336358986e-04  ,4.999621923038e+00  ,3.150153476285e+00  ,3.499735346126e+00  ,-3.242453612648e-01  ,1.350000000000e+01  
  1.486337539438e-04  ,4.999621251017e+00  ,3.149864434577e+00  ,3.499734875712e+00  ,-3.242164415679e-01  ,1.350000000000e+01  
  1.486338086997e-04  ,4.999620939169e+00  ,3.149730361486e+00  ,3.499734657418e+00  ,-3.242030378157e-01  ,1.350000000000e+01  
  1.486338610924e-04  ,4.999620640704e+00  ,3.149602075285e+00  ,3.499734448493e+00  ,-3.241902031763e-01  ,1.350000000000e+01  
  1.486339588114e-04  ,4.999620083832e+00  ,3.149362806342e+00  ,3.499734058683e+00  ,-3.241662452246e-01  ,1.350000000000e+01  
  1.486341304775e-04  ,4.999619104937e+00  ,3.148942478325e+00  ,3.499733373456e+00  ,-3.241241719730e-01  ,1.350000000000e+01  
  1.486344738095e-04  ,4.999617144763e+00  ,3.148101834336e+00  ,3.499732001334e+00  ,-3.240400296567e-01  ,1.350000000000e+01  
  1.486347192130e-04  ,4.999616258679e+00  ,3.148572861330e+00  ,3.499731381075e+00  ,1.329074116183e+01  ,1.350000000000e+01  
  1.486348337774e-04  ,4.999615990651e+00  ,3.148951963944e+00  ,3.499731193456e+00  ,1.331559864334e+01  ,1.350000000000e+01  
  1.486348868162e-04  ,4.999615890534e+00  ,3.149145210000e+00  ,3.499731123374e+00  ,1.331107299438e+01  ,1.350000000000e+01  
  1.486349372124e-04  ,4.999615803521e+00  ,3.149332412975e+00  ,3.499731062465e+00  ,1.331103518825e+01  ,1.350000000000e+01  
  1.486350380048e-04  ,4.999615638940e+00  ,3.149708914451e+00  ,3.499730947258e+00  ,1.331101742834e+01  ,1.350000000000e+01  
  1.486352395895e-04  ,4.999615320818e+00  ,3.150463590522e+00  ,3.499730724573e+00  ,1.331097220332e+01  ,1.350000000000e+01  
  1.486353811506e-04  ,4.999615100638e+00  ,3.150994107378e+00  ,3.499730570447e+00  ,1.331094036855e+01  ,1.350000000000e+01  
  1.486355175660e-04  ,4.999614889264e+00  ,3.151505486316e+00  ,3.499730422485e+00  ,1.331090968579e+01  ,1.350000000000e+01  
  1.486357411533e-04  ,4.999614544286e+00  ,3.152343713134e+00  ,3.499730181000e+00  ,1.331085939218e+01  ,1.350000000000e+01  
  1.486361252773e-04  ,4.999613957071e+00  ,3.153783823079e+00  ,3.499729769950e+00  ,1.331077298559e+01  ,1.350000000000e+01  
  1.486368935253e-04  ,4.999612804638e+00  ,3.156664019401e+00  ,3.499728963247e+00  ,1.331060017381e+01  ,1.350000000000e+01  
  1.486376659642e-04  ,4.999611675502e+00  ,3.159559863353e+00  ,3.499728172852e+00  ,1.331042642317e+01  ,1.350000000000e+01  
  1.486382606137e-04  ,4.999610826413e+00  ,3.161789130605e+00  ,3.499727578489e+00  ,1.331029266713e+01  ,1.350000000000e+01  
  1.486387307453e-04  ,4.999610167510e+00  ,3.163551563015e+00  ,3.499727117257e+00  ,1.331018692119e+01  ,1.350000000000e+01  
  1.486391971517e-04  ,4.999609524624e+00  ,3.165300000704e+00  ,3.499726667237e+00  ,1.331008201492e+01  ,1.350000000000e+01  
  1.486395426724e-04  ,4.999609055291e+00  ,3.166595250085e+00  ,3.499726338704e+00  ,1.331000429996e+01  ,1.350000000000e+01  
  1.486397060729e-04  ,4.999608835390e+00  ,3.167207782202e+00  ,3.499726184773e+00  ,1.330996754804e+01  ,1.350000000000e+01  
  1.486398056895e-04  ,4.999608701974e+00  ,3.167581208562e+00  ,3.499726091382e+00  ,1.330994514245e+01  ,1.350000000000e+01  
  1.486398815923e-04  ,4.999608600646e+00  ,3.167865739605e+00  ,3.499726020452e+00  ,1.330992807059e+01  ,1.350000000000e+01  
  1.486400320474e-04  ,4.999608400633e+00  ,3.168429737172e+00  ,3.499725880443e+00  ,1.330989423074e+01  ,1.350000000000e+01  
  1.486402594997e-04  ,4.999608100378e+00  ,3.169282360901e+00  ,3.499725670265e+00  ,1.330984307331e+01  ,1.350000000000e+01  
  1.486404665327e-04  ,4.999607829292e+00  ,3.170058435277e+00  ,3.499725480504e+00  ,1.330979650885e+01  ,1.350000000000e+01  
  1.486408805987e-04  ,4.999607293446e+00  ,3.171610566576e+00  ,3.499725105412e+00  ,1.330970338097e+01  ,1.350000000000e+01  
  1.486413215334e-04  ,4.999606732094e+00  ,3.173263389763e+00  ,3.499724712465e+00  ,1.330960421158e+01  ,1.350000000000e+01  
  1.486416958319e-04  ,4.999606263068e+00  ,3.174666409795e+00  ,3.499724384148e+00  ,1.330952003038e+01  ,1.350000000000e+01  
  1.486420340417e-04  ,4.999605845177e+00  ,3.175934138463e+00  ,3.499724091624e+00  ,1.330944396666e+01  ,1.350000000000e+01  
  1.486425301573e-04  ,4.999605242321e+00  ,3.177793725022e+00  ,3.499723669624e+00  ,1.330933239146e+01  ,1.350000000000e+01  
  1.486432830384e-04  ,4.999604350465e+00  ,3.180615680668e+00  ,3.499723045326e+00  ,1.330916307412e+01  ,1.350000000000e+01  
  1.486440516590e-04  ,4.999603468549e+00  ,3.183496551301e+00  ,3.499722427984e+00  ,1.330899022189e+01  ,1.350000000000e+01  
  1.486445458187e-04  ,4.999602916771e+00  ,3.185348671735e+00  ,3.499722041740e+00  ,1.330887909466e+01  ,1.350000000000e+01  
  1.486451535067e-04  ,4.999602254543e+00  ,3.187626252704e+00  ,3.499721578180e+00  ,1.330874243980e+01  ,1.350000000000e+01  
  1.486457533716e-04  ,4.999601618459e+00  ,3.189874463906e+00  ,3.499721132922e+00  ,1.330860754713e+01  ,1.350000000000e+01  
  1.486464091158e-04  ,4.999600943129e+00  ,3.192332047350e+00  ,3.499720660190e+00  ,1.330846009212e+01  ,1.350000000000e+01  
  1.486474130815e-04  ,4.999599949567e+00  ,3.196094574369e+00  ,3.499719964697e+00  ,1.330823434050e+01  ,1.350000000000e+01  
  1.486483993521e-04  ,4.999599021014e+00  ,3.199790652658e+00  ,3.499719314710e+00  ,1.330801257580e+01  ,1.350000000000e+01  
  1.486503718934e-04  ,4.999597304651e+00  ,3.207182412756e+00  ,3.499718113256e+00  ,1.330756907019e+01  ,1.350000000000e+01  
  1.486525333068e-04  ,4.999595638624e+00  ,3.215281332004e+00  ,3.499716947037e+00  ,1.330708313504e+01  ,1.350000000000e+01  
  1.486538650981e-04  ,4.999594723512e+00  ,3.220271301321e+00  ,3.499716306458e+00  ,1.330678373688e+01  ,1.350000000000e+01  
  1.486553613609e-04  ,4.999593796456e+00  ,3.225877226787e+00  ,3.499715657519e+00  ,1.330644738135e+01  ,1.350000000000e+01  
  1.486563155940e-04  ,4.999593260861e+00  ,3.229452214852e+00  ,3.499715282602e+00  ,1.330623288206e+01  ,1.350000000000e+01  
  1.486564521958e-04  ,4.999593187731e+00  ,3.229963976510e+00  ,3.499715231412e+00  ,1.330620217636e+01  ,1.350000000000e+01  
  1.486566385767e-04  ,4.999593089382e+00  ,3.230662225710e+00  ,3.499715162568e+00  ,1.330616028141e+01  ,1.350000000000e+01  
  1.486568499171e-04  ,4.999592979857e+00  ,3.231453976146e+00  ,3.499715085900e+00  ,1.330611277638e+01  ,1.350000000000e+01  
  1.486571231205e-04  ,4.999592841411e+00  ,3.232477477072e+00  ,3.499714988988e+00  ,1.330605136633e+01  ,1.350000000000e+01  
  1.486576089915e-04  ,4.999592603934e+00  ,3.234297668229e+00  ,3.499714822754e+00  ,1.330594215486e+01  ,1.350000000000e+01  
  1.486580641754e-04  ,4.999592391598e+00  ,3.236002868978e+00  ,3.499714674118e+00  ,1.330583984281e+01  ,1.350000000000e+01  
  1.486587906070e-04  ,4.999592073026e+00  ,3.238724153996e+00  ,3.499714451118e+00  ,1.330567656571e+01  ,1.350000000000e+01  
  1.486596084945e-04  ,4.999591744186e+00  ,3.241787955913e+00  ,3.499714220930e+00  ,1.330549273760e+01  ,1.350000000000e+01  
  1.486601267755e-04  ,4.999591552139e+00  ,3.243729386566e+00  ,3.499714086497e+00  ,1.330537625176e+01  ,1.350000000000e+01  
  1.486607527174e-04  ,4.999591337075e+00  ,3.246074055800e+00  ,3.499713935952e+00  ,1.330523557160e+01  ,1.350000000000e+01  
  1.486613073200e-04  ,4.999591161926e+00  ,3.248151455877e+00  ,3.499713813348e+00  ,1.330511092760e+01  ,1.350000000000e+01  
  1.486619548686e-04  ,4.999590975724e+00  ,3.250576955013e+00  ,3.499713683007e+00  ,1.330496539765e+01  ,1.350000000000e+01  
  1.486629251205e-04  ,4.999590733561e+00  ,3.254211085228e+00  ,3.499713513492e+00  ,1.330474734983e+01  ,1.350000000000e+01  
  1.486638812162e-04  ,4.999590538098e+00  ,3.257792067674e+00  ,3.499713376669e+00  ,1.330453249089e+01  ,1.350000000000e+01  
  1.486657934078e-04  ,4.999590275311e+00  ,3.264953659268e+00  ,3.499713192718e+00  ,1.330410279539e+01  ,1.350000000000e+01  
  1.486677622237e-04  ,4.999590182890e+00  ,3.272326802024e+00  ,3.499713128023e+00  ,1.330366040682e+01  ,1.350000000000e+01  
  1.486704902538e-04  ,4.999590352062e+00  ,3.282542301225e+00  ,3.499713246443e+00  ,1.330304747687e+01  ,1.350000000000e+01  
  1.486731348373e-04  ,4.999590844730e+00  ,3.292444355371e+00  ,3.499713591311e+00  ,1.330245335362e+01  ,1.350000000000e+01  
  1.486784240045e-04  ,4.999592793781e+00  ,3.312245604258e+00  ,3.499714955646e+00  ,1.330126527868e+01  ,1.350000000000e+01  
  1.486845006980e-04  ,4.999596608387e+00  ,3.334990435787e+00  ,3.499717625871e+00  ,1.329990058878e+01  ,1.350000000000e+01  
  1.486966540851e-04  ,4.999609228422e+00  ,3.380464978969e+00  ,3.499726459895e+00  ,1.329717211618e+01  ,1.350000000000e+01  
  1.487101306953e-04  ,4.999630906866e+00  ,3.430867051832e+00  ,3.499741634806e+00  ,1.329414799180e+01  ,1.350000000000e+01  
  1.487204273977e-04  ,4.999652835587e+00  ,3.469359627538e+00  ,3.499756984911e+00  ,1.329183843725e+01  ,1.350000000000e+01  
  1.487319027819e-04  ,4.999682695738e+00  ,3.512241403064e+00  ,3.499777887016e+00  ,1.328926553071e+01  ,1.350000000000e+01  
  1.487421398797e-04  ,4.999714116286e+00  ,3.550480647538e+00  ,3.499799881400e+00  ,1.328697117603e+01  ,1.350000000000e+01  
  1.487508764305e-04  ,4.999744472465e+00  ,3.583103430919e+00  ,3.499821130725e+00  ,1.328501380902e+01  ,1.350000000000e+01  
  1.487585505285e-04  ,4.999773811525e+00  ,3.611750302025e+00  ,3.499841668067e+00  ,1.328329499675e+01  ,1.350000000000e+01  
  1.487658811547e-04  ,4.999804164629e+00  ,3.639107455184e+00  ,3.499862915240e+00  ,1.328165356755e+01  ,1.350000000000e+01  
  1.487754432299e-04  ,4.999847153368e+00  ,3.674781031469e+00  ,3.499893007358e+00  ,1.327951315297e+01  ,1.350000000000e+01  
  1.487843973376e-04  ,4.999890881517e+00  ,3.708175021275e+00  ,3.499923617062e+00  ,1.327750951357e+01  ,1.350000000000e+01  
  1.487921742537e-04  ,4.999931574715e+00  ,3.737169749020e+00  ,3.499952102301e+00  ,1.327576982990e+01  ,1.350000000000e+01  
  1.487956540473e-04  ,4.999950598724e+00  ,3.750140784725e+00  ,3.499965419107e+00  ,1.327499156775e+01  ,1.350000000000e+01  
  1.487966507487e-04  ,4.999956140517e+00  ,3.753855711421e+00  ,3.499969298362e+00  ,1.327476867215e+01  ,1.350000000000e+01  
  1.487975719199e-04  ,4.999961299065e+00  ,3.757288998180e+00  ,3.499972909346e+00  ,1.327456267494e+01  ,1.350000000000e+01  
  1.487981797010e-04  ,4.999964721933e+00  ,3.759554188237e+00  ,3.499975305353e+00  ,1.327442676354e+01  ,1.350000000000e+01  
  1.487985580974e-04  ,4.999966860712e+00  ,3.760964439396e+00  ,3.499976802499e+00  ,1.327434214847e+01  ,1.350000000000e+01  
  1.487988822442e-04  ,4.999968697589e+00  ,3.762172491396e+00  ,3.499978088312e+00  ,1.327426966535e+01  ,1.350000000000e+01  
  1.487993108854e-04  ,4.999971133311e+00  ,3.763769957789e+00  ,3.499979793318e+00  ,1.327417381737e+01  ,1.350000000000e+01  
  1.487997214124e-04  ,4.999973473250e+00  ,3.765299892036e+00  ,3.499981431275e+00  ,1.327408202131e+01  ,1.350000000000e+01  
  1.488001165726e-04  ,4.999975732206e+00  ,3.766772535887e+00  ,3.499983012544e+00  ,1.327399366268e+01  ,1.350000000000e+01  
  1.488009068929e-04  ,4.999980269554e+00  ,3.769717758887e+00  ,3.499986188687e+00  ,1.327381694930e+01  ,1.350000000000e+01  
  1.488016988896e-04  ,4.999984842518e+00  ,3.772669142568e+00  ,3.499989389762e+00  ,1.327363986628e+01  ,1.350000000000e+01  
  1.488025175222e-04  ,4.999989596615e+00  ,3.775719693850e+00  ,3.499992717631e+00  ,1.327345683320e+01  ,1.350000000000e+01  
  1.488032758981e-04  ,4.999994025574e+00  ,3.778545622512e+00  ,3.499995817902e+00  ,1.327328727748e+01  ,1.350000000000e+01  
  1.488043968380e-04  ,5.000000615581e+00  ,3.782722423730e+00  ,3.500000430907e+00  ,1.327303666940e+01  ,1.350000000000e+01  
  1.488058780134e-04  ,5.000009403263e+00  ,3.788241254040e+00  ,3.500006582284e+00  ,1.327270553959e+01  ,1.350000000000e+01  
  1.488088403643e-04  ,5.000027251162e+00  ,3.799278005028e+00  ,3.500019075813e+00  ,1.327204333452e+01  ,1.350000000000e+01  
  1.488114726544e-04  ,5.000043415153e+00  ,3.809084039727e+00  ,3.500030390607e+00  ,1.327145497244e+01  ,1.350000000000e+01  
  1.488137748838e-04  ,5.000057787241e+00  ,3.817659718284e+00  ,3.500040451069e+00  ,1.327094043172e+01  ,1.350000000000e+01  
  1.488156297058e-04  ,5.000069525640e+00  ,3.824568295696e+00  ,3.500048667948e+00  ,1.327052591708e+01  ,1.350000000000e+01  
  1.488164737635e-04  ,5.000074914387e+00  ,3.827711964074e+00  ,3.500052440071e+00  ,1.327033729697e+01  ,1.350000000000e+01  
  1.488169572130e-04  ,5.000078014144e+00  ,3.829512513588e+00  ,3.500054609901e+00  ,1.327022926400e+01  ,1.350000000000e+01  
  1.488172879257e-04  ,5.000080140150e+00  ,3.830744194313e+00  ,3.500056098105e+00  ,1.327015536316e+01  ,1.350000000000e+01  
  1.488176811301e-04  ,5.000082673764e+00  ,3.832208594791e+00  ,3.500057871634e+00  ,1.327006749913e+01  ,1.350000000000e+01  
  1.488181765937e-04  ,5.000085875373e+00  ,3.834053806052e+00  ,3.500060112761e+00  ,1.326995678645e+01  ,1.350000000000e+01  
  1.488185927086e-04  ,5.000088572072e+00  ,3.835603479792e+00  ,3.500062000450e+00  ,1.326986380603e+01  ,1.350000000000e+01  
  1.488189603482e-04  ,5.000090960564e+00  ,3.836972604238e+00  ,3.500063672395e+00  ,1.326978165856e+01  ,1.350000000000e+01  
  1.488192944602e-04  ,5.000093136071e+00  ,3.838216852473e+00  ,3.500065195250e+00  ,1.326970700367e+01  ,1.350000000000e+01  
